OBJECTID,School,CountyReport,Number_of_Total_Cases,ReportDate
4323,Jeffers Hill Elementary School,Howard,2,2021/11/23 15:00:00+00
4324,John Archer School,Harford,2,2021/11/23 15:00:00+00
4325,Johnnycake Elementary School,Baltimore,2,2021/11/23 15:00:00+00
4326,Jones Elementary School,Anne Arundel,7,2021/11/23 15:00:00+00
4327,Kemptown Elementary School,Frederick,2,2021/11/23 15:00:00+00
4328,Kennedy Krieger School: Greenspring Campus,Baltimore City,2,2021/11/23 15:00:00+00
4329,Lake Elkhorn Middle School,Howard,2,2021/11/23 15:00:00+00
4330,Leonardtown High School,St. Mary's,82,2021/11/23 15:00:00+00
4331,Leonardtown Middle School,St. Mary's,66,2021/11/23 15:00:00+00
4332,Lincolnshire Elementary School,Washington,2,2021/11/23 15:00:00+00
4333,Lindale Middle School,Anne Arundel,28,2021/11/23 15:00:00+00
4334,Lisbon Elementary School,Howard,10,2021/11/23 15:00:00+00
4335,Loch Raven Technical Academy,Baltimore,2,2021/11/23 15:00:00+00
4336,Magothy River Middle School,Anne Arundel,13,2021/11/23 15:00:00+00
4337,Manchester Valley High School,Carroll,6,2021/11/23 15:00:00+00
4338,Margaret Brent Middle School,St. Mary's,105,2021/11/23 15:00:00+00
4339,Mechanicsville Elementary School,Carroll,2,2021/11/23 15:00:00+00
4340,Mergenthaler High School,Baltimore City,9,2021/11/23 15:00:00+00
4341,Middletown High School,Frederick,5,2021/11/23 15:00:00+00
4342,Monarch Global Academy PCS Laurel Campus,Anne Arundel,2,2021/11/23 15:00:00+00
4343,Monocacy Elementary School,Frederick,2,2021/11/23 15:00:00+00
4344,Mount Aviat School,Cecil,2,2021/11/23 15:00:00+00
4345,Mount Hebron High School,Howard,2,2021/11/23 15:00:00+00
4346,Mount Savage School,Allegany,7,2021/11/23 15:00:00+00
4347,Mountain Ridge High School,Allegany,42,2021/11/23 15:00:00+00
4348,North County High School,Anne Arundel,2,2021/11/23 15:00:00+00
4349,North Dorchester Middle School,Dorchester,40,2021/11/23 15:00:00+00
4350,Northeast High School,Anne Arundel,38,2021/11/23 15:00:00+00
4351,Northern Middle School,Washington,41,2021/11/23 15:00:00+00
4352,Northwest Middle School,Carroll,38,2021/11/23 15:00:00+00
4353,Oakdale Middle School,Frederick,10,2021/11/23 15:00:00+00
4354,Old Forge Elementary School,Washington,10,2021/11/23 15:00:00+00
4355,Old Mill High School,Anne Arundel,6,2021/11/23 15:00:00+00
4356,Orchard Groves Elementary School,Frederick,22,2021/11/23 15:00:00+00
4357,Our Lady Star of the Sea School,Calvert,2,2021/11/23 15:00:00+00
4358,Overlook Elementary School,Anne Arundel,2,2021/11/23 15:00:00+00
4359,Parkside Elementary School,Allegany,4,2021/11/23 15:00:00+00
4360,Pemberton Elementary School,Wicomico,5,2021/11/23 15:00:00+00
4361,Perry Hall Elementary School,Baltimore,25,2021/11/23 15:00:00+00
4362,Perry Hall Middle School,Baltimore,7,2021/11/23 15:00:00+00
4363,Perryville Elementary School,Cecil,4,2021/11/23 15:00:00+00
4364,Perryville Middle School,Cecil,14,2021/11/23 15:00:00+00
4365,Piccowaxen Middle School,Calvert,5,2021/11/23 15:00:00+00
4366,Piney Orchard Elementary School,Anne Arundel,2,2021/11/23 15:00:00+00
4367,Pretty Boy Elementary School,Baltimore,4,2021/11/23 15:00:00+00
4368,Red House Run Elementary School,Baltimore,2,2021/11/23 15:00:00+00
4369,Red Pump Elementary School,Harford,2,2021/11/23 15:00:00+00
4370,Rippling Woods Elementary School,Anne Arundel,2,2021/11/23 15:00:00+00
4371,Roye Williams Elementary School,Harford,4,2021/11/23 15:00:00+00
4372,Running Brook Elementary School,Howard,4,2021/11/23 15:00:00+00
4373,Ruth Parker Eason School,Anne Arundel,3,2021/11/23 15:00:00+00
4374,Saint Augustine Elementary and Middle School,Howard,32,2021/11/23 15:00:00+00
4375,Saint Bernadette School,Montgomery,8,2021/11/23 15:00:00+00
4376,Saint Peters and Paul Parish and School,Talbot,4,2021/11/23 15:00:00+00
4377,Saint Raphael School,Montgomery,3,2021/11/23 15:00:00+00
4378,Salisbury Christian School,Wicomico,18,2021/11/23 15:00:00+00
4379,Sandy Plains Elementary School,Baltimore,2,2021/11/23 15:00:00+00
4380,Sandymount Elementary School,Carroll,21,2021/11/23 15:00:00+00
4381,Seven Oaks Elementary School,Baltimore,5,2021/11/23 15:00:00+00
4382,Severn Elementary School,Anne Arundel,10,2021/11/23 15:00:00+00
4383,Severn River Middle School,Anne Arundel,2,2021/11/23 15:00:00+00
4384,Severn School - Middle/Upper,Anne Arundel,4,2021/11/23 15:00:00+00
4385,Severna Park Middle School,Anne Arundel,16,2021/11/23 15:00:00+00
4386,Shady Side Elementary School,Anne Arundel,2,2021/11/23 15:00:00+00
4387,Sharpsburg Elementary School,Washington,3,2021/11/23 15:00:00+00
4388,Sheppard Pratt School of Glyndon,Baltimore,3,2021/11/23 15:00:00+00
4389,Shiloh Middle School,Carroll,5,2021/11/23 15:00:00+00
4390,Somerset Intermediate School,Somerset,29,2021/11/23 15:00:00+00
4391,South River High School,Anne Arundel,2,2021/11/23 15:00:00+00
4392,Southern High School,Anne Arundel,8,2021/11/23 15:00:00+00
4393,Southern Middle School,Anne Arundel,31,2021/11/23 15:00:00+00
4394,Southgate Elementary School,Anne Arundel,3,2021/11/23 15:00:00+00
4395,Spring Ridge Middle School,St. Mary's,58,2021/11/23 15:00:00+00
4396,Springfield Middle School,Washington,5,2021/11/23 15:00:00+00
4397,St. Francis de Sales Catholic School,Wicomico,9,2021/11/23 15:00:00+00
4398,St. Joseph's School,Baltimore,5,2021/11/23 15:00:00+00
4399,St. Mary's School,Prince George's,2,2021/11/23 15:00:00+00
4400,St. Mary's School of Piscataway,Prince George's,4,2021/11/23 15:00:00+00
4401,St. Phillip Neri School,Anne Arundel,3,2021/11/23 15:00:00+00
4402,St. Ursula Catholic School,Baltimore,42,2021/11/23 15:00:00+00
4403,Stephen Decatur High School,Worcester,7,2021/11/23 15:00:00+00
4404,Stephen Decatur Middle School,Worcester,17,2021/11/23 15:00:00+00
4405,Sugarloaf Elementary School,Frederick,8,2021/11/23 15:00:00+00
4406,Talbott Spring Elementary School,Howard,9,2021/11/23 15:00:00+00
4407,The Jemicy School,Baltimore,3,2021/11/23 15:00:00+00
4408,The Key School,Anne Arundel,2,2021/11/23 15:00:00+00
4409,The Seed School,Baltimore City,2,2021/11/23 15:00:00+00
4410,Thomas S. Wootton High School,Montgomery,6,2021/11/23 15:00:00+00
4411,Thurmont Middle School,Frederick,3,2021/11/23 15:00:00+00
4412,Torah School of Greater Washington DC,Montgomery,12,2021/11/23 15:00:00+00
4413,Tri-State Christian Academy,Charles,2,2021/11/23 15:00:00+00
4414,Tunbridge Public Charter School,Baltimore City,3,2021/11/23 15:00:00+00
4415,Urbana Middle School,Frederick,4,2021/11/23 15:00:00+00
4416,Van Bokkelen Elementary School,Anne Arundel,2,2021/11/23 15:00:00+00
4417,Vincent Farm Elementary School,Baltimore,2,2021/11/23 15:00:00+00
4418,Walter J. Mitchell Elementary School,Charles,12,2021/11/23 15:00:00+00
4419,Washington High School,Somerset,28,2021/11/23 15:00:00+00
4420,Wellwood International Elementary School,Baltimore,5,2021/11/23 15:00:00+00
4421,West Frederick Middle School,Frederick,2,2021/11/23 15:00:00+00
4422,West Friendship Elementary School,Howard,5,2021/11/23 15:00:00+00
4423,West Towson Elementary School,Baltimore,2,2021/11/23 15:00:00+00
4424,Western Heights Middle School,Washington,44,2021/11/23 15:00:00+00
4425,Whittier Elementary School,Frederick,2,2021/11/23 15:00:00+00
4426,Williamsport Elementary School,Washington,3,2021/11/23 15:00:00+00
4427,Williamsport High School,Washington,63,2021/11/23 15:00:00+00
4428,Woodside Elementary School,Anne Arundel,2,2021/11/23 15:00:00+00
4429,Youth's Benefit Elementary School,Harford,3,2021/11/23 15:00:00+00
4601,Allegany High School,Allegany,44,2021/12/01 15:00:00+00
4602,Arbutus Middle School,Baltimore,8,2021/12/01 15:00:00+00
4603,Arnold Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4604,Arundel High School,Anne Arundel,20,2021/12/01 15:00:00+00
4605,Arundel Middle School,Anne Arundel,7,2021/12/01 15:00:00+00
4606,Ballenger Creek Elementary School,Frederick,6,2021/12/01 15:00:00+00
4607,Beltsville Adventist School,Prince George's,8,2021/12/01 15:00:00+00
4608,Benfield Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4609,Bodkin Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4610,Braddock Middle School,Allegany,36,2021/12/01 15:00:00+00
4611,Broadneck High School,Anne Arundel,12,2021/12/01 15:00:00+00
4612,Brock Bridge Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4613,Brunswick Elementary School,Frederick,28,2021/12/01 15:00:00+00
4614,Brunswick Middle School,Frederick,13,2021/12/01 15:00:00+00
4615,Buckingham Elementary School,Worcester,21,2021/12/01 15:00:00+00
4616,Burleigh Manor Middle School,Howard,4,2021/12/01 15:00:00+00
4617,Calloway Elementary School,Baltimore City,2,2021/12/01 15:00:00+00
4618,Calvin M. Rodwell Elementary/Middle School,Baltimore City,4,2021/12/01 15:00:00+00
4619,Career Center for Technical Education,Allegany,4,2021/12/01 15:00:00+00
4620,Cash Valley Elementary School,Allegany,2,2021/12/01 15:00:00+00
4621,Catoctin High School,Frederick,36,2021/12/01 15:00:00+00
4622,Catonsville Elementary School,Baltimore,2,2021/12/01 15:00:00+00
4623,Centennial Lane Elementary School,Howard,7,2021/12/01 15:00:00+00
4624,Central Middle School,Anne Arundel,2,2021/12/01 15:00:00+00
4625,Century High School,Carroll,2,2021/12/01 15:00:00+00
4626,Chesapeake Bay Middle School,Anne Arundel,6,2021/12/01 15:00:00+00
4627,Chesapeake High School,Anne Arundel,60,2021/12/01 15:00:00+00
4628,Churchville Elementary School,Harford,4,2021/12/01 15:00:00+00
4629,City Neighbors Charter School,Baltimore City,4,2021/12/01 15:00:00+00
4630,Clear Spring Elementary School,Washington,4,2021/12/01 15:00:00+00
4631,Clemens Crossing Elementary School,Howard,4,2021/12/01 15:00:00+00
4632,ConneXions Arts School,Baltimore City,6,2021/12/01 15:00:00+00
4633,Corkran Middle School,Anne Arundel,2,2021/12/01 15:00:00+00
4634,Crisfield High School,Somerset,46,2021/12/01 15:00:00+00
4635,Crofton Woods Elementary School,Anne Arundel,12,2021/12/01 15:00:00+00
4636,Cross Country Elementary/Middle School,Baltimore City,10,2021/12/01 15:00:00+00
4637,Davidsonville Elementary School,Anne Arundel,5,2021/12/01 15:00:00+00
4638,Dowell Elementary School,Calvert,6,2021/12/01 15:00:00+00
4639,Dorchester Career and Technology Center,Dorchester,6,2021/12/01 15:00:00+00
4640,Easton Elementary School,Talbot,8,2021/12/01 15:00:00+00
4641,Easton Middle School,Talbot,9,2021/12/01 15:00:00+00
4642,Eastport Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4643,Edgewater Elementary School,Anne Arundel,4,2021/12/01 15:00:00+00
4644,Elkridge Elementary School,Howard,12,2021/12/01 15:00:00+00
4645,Esperanza Middle School,St. Mary's,45,2021/12/01 15:00:00+00
4646,Federal Hill Preparatory School,Baltimore City,6,2021/12/01 15:00:00+00
4647,Fifth District Elementary School,Baltimore,15,2021/12/01 15:00:00+00
4648,Forest Lakes Elementary School,Harford,2,2021/12/01 15:00:00+00
4649,Fort Hill High School,Allegany,50,2021/12/01 15:00:00+00
4650,Fountain Green Elementary School,Harford,4,2021/12/01 15:00:00+00
4651,Fountain Rock Elementary School,Washington,9,2021/12/01 15:00:00+00
4652,Frederick High School,Frederick,4,2021/12/01 15:00:00+00
4653,George T Cromwell Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4654,Glade Elementary School,Frederick,2,2021/12/01 15:00:00+00
4655,Glen Burnie High School,Anne Arundel,7,2021/12/01 15:00:00+00
4656,Glen Burnie Park Elementary School,Anne Arundel,3,2021/12/01 15:00:00+00
4657,Glenelg Country School,Howard,2,2021/12/01 15:00:00+00
4658,Good Shepherd Catholic School,Cecil,2,2021/12/01 15:00:00+00
4659,Gorman Crossing Elementary School,Howard,6,2021/12/01 15:00:00+00
4660,Governor Thomas Johnson High School,Frederick,6,2021/12/01 15:00:00+00
4661,Governor Thomas Johnson Middle School,Frederick,2,2021/12/01 15:00:00+00
4662,Grasonville Elementary School,Queen Anne's,3,2021/12/01 15:00:00+00
4663,Great Mills High School,St. Mary's,65,2021/12/01 15:00:00+00
4664,Greenwood Elementary School,Somerset,23,2021/12/01 15:00:00+00
4665,Hammond Middle School,Howard,2,2021/12/01 15:00:00+00
4666,Hampstead Elementary School,Carroll,7,2021/12/01 15:00:00+00
4667,Hanover Hill Elementary School,Howard,6,2021/12/01 15:00:00+00
4668,Harford Technical High School,Harford,16,2021/12/01 15:00:00+00
4669,Harlem Park Elementary/Middle School,Baltimore City,5,2021/12/01 15:00:00+00
4670,Hereford High School,Baltimore,5,2021/12/01 15:00:00+00
4671,Hereford Middle School,Baltimore,11,2021/12/01 15:00:00+00
4672,Hickory Elementary School,Harford,18,2021/12/01 15:00:00+00
4673,Hillcrest Elementary School,Frederick,2,2021/12/01 15:00:00+00
4674,Jacobsville Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4675,Jeffers Hill Elementary School,Howard,2,2021/12/01 15:00:00+00
4676,Jones Elementary School,Anne Arundel,7,2021/12/01 15:00:00+00
4677,Joppatowne Elementary School,Harford,3,2021/12/01 15:00:00+00
4678,Kemptown Elementary School,Frederick,2,2021/12/01 15:00:00+00
4679,Kennedy Kreiger - Fairmont Campus,Baltimore City,2,2021/12/01 15:00:00+00
4680,Leonardtown High School,St. Mary's,83,2021/12/01 15:00:00+00
4681,Lindale Middle School,Anne Arundel,28,2021/12/01 15:00:00+00
4682,Linganore High School,Frederick,5,2021/12/01 15:00:00+00
4683,Lisbon Elementary School,Howard,10,2021/12/01 15:00:00+00
4684,Loch Raven Technical Academy,Baltimore,6,2021/12/01 15:00:00+00
4685,Magothy River Middle School,Anne Arundel,17,2021/12/01 15:00:00+00
4686,Manchester Valley High School,Carroll,6,2021/12/01 15:00:00+00
4687,Martin Boulevard Elementary School,Baltimore,2,2021/12/01 15:00:00+00
4688,McCormick Elementary School,Baltimore,5,2021/12/01 15:00:00+00
4689,Mergenthaler High School,Baltimore City,9,2021/12/01 15:00:00+00
4690,Monarch Global Academy PCS Laurel Campus,Anne Arundel,6,2021/12/01 15:00:00+00
4691,Monocacy Middle School,Frederick,2,2021/12/01 15:00:00+00
4692,Most Blessed Sacrament Catholic School,Worcester,2,2021/12/01 15:00:00+00
4693,Mount Aviat School,Cecil,2,2021/12/01 15:00:00+00
4694,Mount Savage School,Allegany,7,2021/12/01 15:00:00+00
4695,Mountain Ridge High School,Allegany,42,2021/12/01 15:00:00+00
4696,North County High School,Anne Arundel,2,2021/12/01 15:00:00+00
4697,North Dorchester High School,Dorchester,3,2021/12/01 15:00:00+00
4698,Northeast Elementary School,Allegany,2,2021/12/01 15:00:00+00
4699,Northeast High School,Anne Arundel,38,2021/12/01 15:00:00+00
4700,Northern Middle School,Washington,41,2021/12/01 15:00:00+00
4701,Northwest Middle School,Carroll,38,2021/12/01 15:00:00+00
4702,Oakdale Elementary School,Frederick,2,2021/12/01 15:00:00+00
4703,Oklahoma Road Middle School,Carroll,2,2021/12/01 15:00:00+00
4704,Old Forge Elementary School,Washington,10,2021/12/01 15:00:00+00
4705,Old Mill High School,Anne Arundel,11,2021/12/01 15:00:00+00
4706,Orchard Groves Elementary School,Frederick,24,2021/12/01 15:00:00+00
4707,Overlook Elementary,Anne Arundel,2,2021/12/01 15:00:00+00
4708,Owings Mills Elementary School,Baltimore,5,2021/12/01 15:00:00+00
4709,Parkside Elementary School,Allegany,4,2021/12/01 15:00:00+00
4710,Pasadena Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4711,Perryville Middle School,Cecil,14,2021/12/01 15:00:00+00
4712,Phillips School Laurel,Howard,2,2021/12/01 15:00:00+00
4713,Piccowaxen Middle School,Charles,5,2021/12/01 15:00:00+00
4714,Piney Orchard Elementary School,Anne Arundel,4,2021/12/01 15:00:00+00
4715,Pretty Boy Elementary,Baltimore,5,2021/12/01 15:00:00+00
4716,Prospect Mill Elementary School,Harford,2,2021/12/01 15:00:00+00
4717,Red House Run Elementary School,Baltimore,9,2021/12/01 15:00:00+00
4718,Red Pump Elementary School,Harford,2,2021/12/01 15:00:00+00
4719,Redeemer Classical Christian School,Baltimore,3,2021/12/01 15:00:00+00
4720,Riderwood Elementary School,Baltimore,2,2021/12/01 15:00:00+00
4721,Rippling Woods Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4722,Rising Sun Middle School,Cecil,2,2021/12/01 15:00:00+00
4723,Running Brook Elementary School,Howard,4,2021/12/01 15:00:00+00
4724,Ruth Parker Eason School,Anne Arundel,3,2021/12/01 15:00:00+00
4725,Saint Augustine Elementary and Middle,Howard,37,2021/12/01 15:00:00+00
4726,Saint Bernadette School,Montgomery,8,2021/12/01 15:00:00+00
4727,Saint Peters and Paul Parish and School,Talbot,4,2021/12/01 15:00:00+00
4728,Saint Raphael School,Montgomery,3,2021/12/01 15:00:00+00
4729,Salisbury Christian School,Wicomico,25,2021/12/01 15:00:00+00
4730,Sandy Plains Elementary School,Baltimore,2,2021/12/01 15:00:00+00
4731,Sandymount Elementary School,Carroll,21,2021/12/01 15:00:00+00
4732,Scotts Branch Elementary School,Baltimore,3,2021/12/01 15:00:00+00
4733,Severn River Middle School,Anne Arundel,2,2021/12/01 15:00:00+00
4734,Severn School - Middle/Upper,Anne Arundel,5,2021/12/01 15:00:00+00
4735,Severna Park Middle School,Anne Arundel,16,2021/12/01 15:00:00+00
4736,Shady Side Elementary,Anne Arundel,2,2021/12/01 15:00:00+00
4737,Sharpsburg Elementary School,Washington,3,2021/12/01 15:00:00+00
4738,Sheppard Pratt School of Glyndon,Baltimore,3,2021/12/01 15:00:00+00
4739,Shiloh Middle School,Carroll,5,2021/12/01 15:00:00+00
4740,Shipley's Choice Elementary School,Anne Arundel,2,2021/12/01 15:00:00+00
4741,Solley Elementary School,Anne Arundel,3,2021/12/01 15:00:00+00
4742,South Carroll High School,Carroll,2,2021/12/01 15:00:00+00
4743,Southern High School,Anne Arundel,8,2021/12/01 15:00:00+00
4744,Southern Middle School,Anne Arundel,33,2021/12/01 15:00:00+00
4745,St. Francis de Sales Catholic School,Wicomico,9,2021/12/01 15:00:00+00
4746,St. John's Lane Elementary School,Howard,4,2021/12/01 15:00:00+00
4747,St. Joseph's School,Baltimore,5,2021/12/01 15:00:00+00
4748,St. Phillip Neri School,Anne Arundel,3,2021/12/01 15:00:00+00
4749,St. Stephen School,Baltimore,6,2021/12/01 15:00:00+00
4750,Stephen Decatur High School,Worcester,7,2021/12/01 15:00:00+00
4751,Stephen Decatur Middle School,Worcester,18,2021/12/01 15:00:00+00
4752,Sugarloaf Elementary School,Frederick,8,2021/12/01 15:00:00+00
4753,Swansfield Elementary School,Howard,3,2021/12/01 15:00:00+00
4754,The Jemicy School,Baltimore,3,2021/12/01 15:00:00+00
4755,Thurmont Middle School,Frederick,6,2021/12/01 15:00:00+00
4756,Torah School of Greater Washington DC,Montgomery,12,2021/12/01 15:00:00+00
4757,Triadelphia Ridge Elementary School,Howard,2,2021/12/01 15:00:00+00
4758,Urbana Middle School,Frederick,6,2021/12/01 15:00:00+00
4759,Valley Elementary School,Frederick,2,2021/12/01 15:00:00+00
4760,Van Bokkelen Elementary,Anne Arundel,2,2021/12/01 15:00:00+00
4761,Vincent Farm Elementary,Baltimore,2,2021/12/01 15:00:00+00
4762,Walkersville Elementary School,Frederick,2,2021/12/01 15:00:00+00
4763,Walter J. Mitchell Elementary School,Charles,12,2021/12/01 15:00:00+00
4764,Wellwood International Elementary School,Baltimore,5,2021/12/01 15:00:00+00
4765,West Frederick Middle School,Frederick,2,2021/12/01 15:00:00+00
4766,West Friendship Elementary School,Howard,5,2021/12/01 15:00:00+00
4767,Western Heights Middle,Washington,48,2021/12/01 15:00:00+00
4768,Williamsport Elementary School,Washington,3,2021/12/01 15:00:00+00
4769,Williamsport High School,Washington,67,2021/12/01 15:00:00+00
4770,Woodside Elementary,Anne Arundel,2,2021/12/01 15:00:00+00
4771,Youth's Benefit Elementary School,Harford,83,2021/12/01 15:00:00+00
